295,18 Tremont St  Boston  MA  02108,42.3586079,-71.059572,2108
296,181 Essex St  Boston  MA  02111,42.3521591,-71.0574511,2111
297,185 Essex St  Boston  MA  02111,42.3520176,-71.0575951,2111
298,1880 Dorchester Ave  Dorchester  MA  02124,42.286758,-71.063754,2124
299,189 Atlantic Ave  Boston  MA  02110,42.3615277,-71.0524792,2110
300,19 Ellery St  South Boston  MA  02127,42.329965,-71.058593,2127
301,19 Fowler St  Dorchester  MA  02121,42.300011,-71.083052,2121
302,19 Lanesville Ter  Roslindale  MA  02131,42.29622,-71.119093,2131
303,19 Moreland St  Roxbury  MA  02119,42.325534,-71.082236,2119
304,19 Nottingham St  Dorchester  MA  02121,42.301524,-71.073478,2121
305,19 Wenlock Rd  Dorchester  MA  02122,42.2845323,-71.0484008,2122
306,192 Gardner St  West Roxbury  MA  02132,42.277963,-71.174142,2132
307,196 Washington St  Dorchester  MA  02121,42.3030276,-71.0782826,2121
308,1948 Beacon St  Brighton  MA  02135,42.3363577,-71.1501756,2135
309,195 A Magnolia St  Dorchester  MA  02121,42.311947,-71.073757,2121
310,2 Avery St  Boston  MA  02111,42.3527843,-71.0630991,2111
311,2 Channel Center St  Boston  MA  02210,42.3448508,-71.0520839,2210
312,2 Woodrow Ave  Dorchester  MA  02124,42.2879037,-71.0782092,2124
313,4 Josephine St  Dorchester  MA  02122,42.300426,-71.0659103,2122
314,6A Talbot Ave  Dorchester  MA  02124,42.2948634,-71.0872247,2124
315,20 Beacon St  Boston  MA  02108,42.3578093,-71.0627359,2108
316,20 Inwood St  Dorchester  MA  02125,42.306408,-71.069686,2125
317,200 Brookline Ave  Boston  MA  02215,42.3436691,-71.1019491,2215
318,200 Clarendon St  Boston  MA  02116,42.3493407,-71.0751261,2116
319,200 Neponset Valley Pkwy  Hyde Park  MA  02136,42.237398,-71.131488,2136
320,210 Hampden St  Roxbury  MA  02119,42.3262125,-71.0751893,2119
321,201 Shirley St  Roxbury  MA  02119,42.326324,-71.066961,2152
322,203 Hampden St  Roxbury  MA  02119,42.3266892,-71.0754125,2119
323,202 Hampden St  Roxbury  MA  02119,42.3264399,-71.0751304,2119
324,203 W Eighth St  South Boston  MA  02127,42.3331981,-71.0517974,2127
325,2057 Centre St  West Roxbury  MA  02132,42.279929,-71.158876,2132
326,206 Columbus Ave  Boston  MA  02116,42.3475757,-71.0730459,2116
327,212 Newbury St  Boston  MA  02116,42.3498334,-71.0806707,2116
328,2083 Washington St  Roxbury  MA  02119,42.3324846,-71.0815454,2119
329,2089 Washington St  Roxbury  MA  02119,42.332564,-71.0815304,2119
330,21 Fenwick Pl  Roxbury  MA  02119,42.3243373,-71.0873413,2119
331,21 New England Ave  Dorchester  MA  02124,42.291344,-71.077842,2124
332,21 Power House St  South Boston  MA  02127,42.339526,-71.035821,2127
333,33 Spring St  West Roxbury  MA  02132,42.277961,-71.1618227,2132
334,219 Boylston St  Boston  MA  02116,42.3523242,-71.0690462,2116
335,2172 Washington St  Roxbury  MA  02119,42.3312148,-71.082199,2119
336,218 W First St  South Boston  MA  02127,42.3412853,-71.0490017,2127
337,22 Nay St  East Boston  MA  02128,42.3831893,-71.0389294,2128
338,40 Chauncy St  Boston  MA  02111,42.3537837,-71.0597329,2111
339,222 S Huntington Ave  Jamaica Plain  MA  02130,42.3255409,-71.1119726,2130
340,258 Prince St  Jamaica Plain  MA  02130,42.317729,-71.1257204,2130
341,225 Corey St  West Roxbury  MA  02132,42.2906191,-71.1596783,2132
342,2262 Washington St  Roxbury  MA  02119,42.33024,-71.083482,2119
343,2260 Washington St  Roxbury  MA  02119,42.33024,-71.083482,2119
344,22B Norton St  Hyde Park  MA  02136,42.242355,-71.136323,2136
345,23 A St  Hyde Park  MA  02136,42.2502799,-71.12455,2136
346,23 Lambert St  Roxbury  MA  02119,42.328061,-71.089928,2119
347,23 South St  Jamaica Plain  MA  02130,42.3089107,-71.1157991,2130
348,2311 Washington St  Roxbury  MA  02119,42.330365,-71.084495,2119
349,236 Bolton St  South Boston  MA  02127,42.3381381,-71.0467386,2127
350,24 American Legion Hwy  Dorchester  MA  02124,42.2976495,-71.0882896,2124
351,24 Essex St  Charlestown  MA  02129,42.379282,-71.070356,2129
352,24 Lagrange St  Boston  MA  02116,42.3514111,-71.0636425,2116
353,24 Michigan Ave  Dorchester  MA  02121,42.30224,-71.0826357,2121
354,24 Pingree St  Hyde Park  MA  02136,42.254865,-71.125035,2136
355,24 Reed St  Roxbury  MA  02118,42.334385,-71.076874,2118
356,24 Rosseter St  Dorchester  MA  02121,42.304438,-71.075965,2121
357,26 Withington St  Dorchester  MA  02124,42.288499,-71.0725866,2124
358,30 New Heath St  Jamaica Plain  MA  02130,42.325652,-71.098518,2130
359,242 Tremont St  Boston  MA  02116,42.3506718,-71.0647178,2116
360,2450 Beacon St  Brighton  MA  02135,42.3361277,-71.1490409,2135
361,243 Tremont St  Boston  MA  02116,42.350757,-71.0653541,2116
362,242 Beacon St  Boston  MA  02116,42.3537846,-71.0796272,2116
363,246 Beacon St  Boston  MA  02116,42.3537323,-71.0797234,2116
364,245 Cambridge St  Boston  MA  02114,42.3613698,-71.0676559,2114
365,245 Mount Vernon St  Dorchester  MA  02125,42.319044,-71.046932,2125
366,246A E Broadway  Boston  MA  02127,42.3355939,-71.045339,2127
367,249A Heath St  Mission Hill  MA  02120,42.327342,-71.1081095,2120
368,25 Autumn St  Boston  MA  02215,42.339176,-71.110102,2215
369,25 Cranston St  Jamaica Plain  MA  02130,42.3206715,-71.1086393,2130
